Gene,t-scores,p-values,FDR-adjusted p-values,q-values,BH FDR-adjusted p-values
SYT17,-0.51115,0.63054,1,0.99501,0.9984
POLR3D,-0.51104,0.63061,1,0.99501,0.9984
MTUS2,-0.51094,0.63067,1,0.99501,0.9984
YBEY,-0.51091,0.63069,1,0.99501,0.9984
SUMO1,0.51079,0.63077,1,0.99501,0.9984
SPON2,-0.51077,0.63078,1,0.99501,0.9984
MAP3K2,-0.51056,0.63091,1,0.99501,0.9984
ITGA11,0.51047,0.63097,1,0.99501,0.9984
CRYBB2P1,0.51045,0.63098,1,0.99501,0.9984
RAPGEFL1,-0.5103,0.63108,1,0.99501,0.9984
PCDH10,-0.5102,0.63114,1,0.99501,0.9984
FSCN1,0.51013,0.63118,1,0.99501,0.9984
KRT222,0.51007,0.63122,1,0.99501,0.9984
PEX26,-0.50995,0.6313,1,0.99501,0.9984
ERI1,0.50992,0.63131,1,0.99501,0.9984
EIF4EBP2,-0.50978,0.6314,1,0.99501,0.9984
C19orf53,-0.50976,0.63142,1,0.99501,0.9984
PCGF1,-0.50966,0.63148,1,0.99501,0.9984
LRRTM3,0.50934,0.63169,1,0.99501,0.9984
SLC25A27,-0.50934,0.63169,1,0.99501,0.9984
RPS28,0.50925,0.63175,1,0.99501,0.9984
SDK2,-0.50923,0.63176,1,0.99501,0.9984
MINPP1,0.50917,0.6318,1,0.99501,0.9984
LIMA1,0.50899,0.63191,1,0.99501,0.9984
MPHOSPH8,-0.5089,0.63197,1,0.99501,0.9984
TMEM60,0.50882,0.63202,1,0.99501,0.9984
CDKN2AIPNL,0.50866,0.63212,1,0.99501,0.9984
MTAP,0.50865,0.63213,1,0.99501,0.9984
TCTN3,-0.50828,0.63236,1,0.99501,0.9984
BAZ1B,0.50804,0.63251,1,0.99501,0.9984
LETMD1,-0.50802,0.63253,1,0.99501,0.9984
RABL6,-0.50798,0.63255,1,0.99501,0.9984
PHKB,-0.50792,0.63259,1,0.99501,0.9984
USP5,0.5078,0.63267,1,0.99501,0.9984
ETAA1,0.50778,0.63268,1,0.99501,0.9984
AFAP1,0.50757,0.63281,1,0.99501,0.9984
NUP93,0.5074,0.63291,1,0.99501,0.9984
LDOC1L,0.5071,0.6331,1,0.99501,0.9984
PI4KA,0.50701,0.63316,1,0.99501,0.9984
CTSZ,0.50683,0.63327,1,0.99501,0.9984
SDF2,0.50682,0.63328,1,0.99501,0.9984
RMND1,0.50677,0.63331,1,0.99501,0.9984
RAP1GAP2,0.50668,0.63337,1,0.99501,0.9984
SNORA62,0.50662,0.6334,1,0.99501,0.9984
SNORA14B,0.50662,0.63341,1,0.99501,0.9984
ELOF1,-0.50646,0.63351,1,0.99501,0.9984
ZNF483,-0.50645,0.63352,1,0.99501,0.9984
FOXK1,-0.50633,0.6336,1,0.99501,0.9984
LPL,-0.50631,0.63361,1,0.99501,0.9984
GUCY1A2,0.50628,0.63363,1,0.99501,0.9984
CAMK2G,-0.50616,0.63371,1,0.99501,0.9984
SYNPR,-0.50605,0.63378,1,0.99501,0.9984
GGNBP2,0.50593,0.63386,1,0.99501,0.9984
PSENEN,0.5055,0.63415,1,0.99501,0.9984
ACADS,-0.50548,0.63417,1,0.99501,0.9984
PPARGC1A,-0.50548,0.63417,1,0.99501,0.9984
ZNF414,-0.50546,0.63418,1,0.99501,0.9984
KIAA0100,0.50534,0.63427,1,0.99501,0.9984
HERC2P9,-0.50532,0.63428,1,0.99501,0.9984
ZNF513,0.50523,0.63434,1,0.99501,0.9984
KLHL11,-0.50505,0.63448,1,0.99501,0.9984
SMCR8,0.50501,0.63451,1,0.99501,0.9984
TTLL3,-0.50499,0.63453,1,0.99501,0.9984
UBE3B,0.50487,0.63462,1,0.99501,0.9984
SPATS2,-0.50482,0.63466,1,0.99501,0.9984
EZH2,0.50453,0.63489,1,0.99501,0.9984
SLC41A1,-0.5043,0.63507,1,0.99501,0.9984
RTN3,-0.50426,0.63511,1,0.99501,0.9984
NOSIP,0.504,0.63532,1,0.99501,0.9984
XRCC4,0.50341,0.63579,1,0.99501,0.9984
FAM171B,-0.50312,0.63601,1,0.99501,0.9984
EIF4E,0.50308,0.63605,1,0.99501,0.9984
TARS2,-0.50306,0.63606,1,0.99501,0.9984
NDFIP1,0.50301,0.6361,1,0.99501,0.9984
HDAC9,-0.50294,0.63615,1,0.99501,0.9984
TXNRD3,-0.50291,0.63618,1,0.99501,0.9984
ARID3A,0.50268,0.63634,1,0.99501,0.9984
EHD3,0.50261,0.63639,1,0.99501,0.9984
CASP2,0.50258,0.63641,1,0.99501,0.9984
RFNG,-0.50228,0.63661,1,0.99501,0.9984
ZMYND8,-0.50209,0.63674,1,0.99501,0.9984
MDM4,-0.502,0.63679,1,0.99501,0.9984
TMEM191B,-0.50183,0.63691,1,0.99501,0.9984
FAM173A,-0.50178,0.63693,1,0.99501,0.9984
PPP3R1,-0.50162,0.63704,1,0.99501,0.9984
HNRNPAB,-0.50158,0.63706,1,0.99501,0.9984
GPR21,-0.50134,0.6372,1,0.99501,0.9984
NHLRC3,-0.50087,0.63749,1,0.99501,0.9984
DNALI1,0.50082,0.63752,1,0.99501,0.9984
WBP4,0.50081,0.63752,1,0.99501,0.9984
RABEP1,0.50077,0.63755,1,0.99501,0.9984
GATM,0.50075,0.63756,1,0.99501,0.9984
NAE1,-0.49986,0.63809,1,0.99501,0.9984
CCDC23,-0.49979,0.63813,1,0.99501,0.9984
CSRP1,0.49961,0.63824,1,0.99501,0.9984
DIRAS2,-0.49955,0.63827,1,0.99501,0.9984
GALT,-0.49953,0.63828,1,0.99501,0.9984
RAB11FIP5,0.49927,0.63844,1,0.99501,0.9984
SCO2,-0.4992,0.63848,1,0.99501,0.9984
RRAGC,0.49892,0.63865,1,0.99501,0.9984
CHAC2,0.49887,0.63868,1,0.99501,0.9984
ASXL2,0.49831,0.63902,1,0.99501,0.9984
KLF7,-0.49825,0.63905,1,0.99501,0.9984
TWSG1,0.49817,0.6391,1,0.99501,0.9984
NFKBIL1,0.498,0.63921,1,0.99501,0.9984
ZBTB49,0.49795,0.63924,1,0.99501,0.9984
FBXO5,0.49795,0.63924,1,0.99501,0.9984
DLG1,0.49792,0.63925,1,0.99501,0.9984
TUFT1,0.49789,0.63927,1,0.99501,0.9984
PACS2,0.49771,0.63938,1,0.99501,0.9984
MON1A,-0.4977,0.63938,1,0.99501,0.9984
NDUFA13,-0.49758,0.63946,1,0.99501,0.9984
GNA13,-0.49739,0.63958,1,0.99501,0.9984
FASN,-0.49726,0.63966,1,0.99501,0.9984
CUEDC2,-0.49711,0.63975,1,0.99501,0.9984
VSNL1,-0.49706,0.63978,1,0.99501,0.9984
KCNJ2-AS1,-0.49678,0.63995,1,0.99501,0.9984
SLC45A1,-0.49669,0.64,1,0.99501,0.9984
SLC39A7,0.4965,0.64012,1,0.99501,0.9984
SSNA1,0.4963,0.64025,1,0.99501,0.9984
HSPA1A,-0.496,0.64044,1,0.99501,0.9984
JUP,-0.49599,0.64044,1,0.99501,0.9984
IFFO1,0.49597,0.64046,1,0.99501,0.9984
KIAA1586,0.49595,0.64047,1,0.99501,0.9984
ALMS1,0.49589,0.64051,1,0.99501,0.9984
WIBG,0.49571,0.64062,1,0.99501,0.9984
PDE6D,0.49568,0.64064,1,0.99501,0.9984
CDKL2,-0.49564,0.64067,1,0.99501,0.9984
SMARCA4,-0.49561,0.64069,1,0.99501,0.9984
RCAN1,-0.49554,0.64074,1,0.99501,0.9984
OCLM,-0.49535,0.64086,1,0.99501,0.9984
PCYT1B,-0.49534,0.64087,1,0.99501,0.9984
SNX21,-0.49533,0.64087,1,0.99501,0.9984
ZNF646,0.49519,0.64096,1,0.99501,0.9984
HSPA8,-0.495,0.64109,1,0.99501,0.9984
DPP10,0.49499,0.64109,1,0.99501,0.9984
LINC00263,0.49495,0.64112,1,0.99501,0.9984
ST6GALNAC4,-0.49474,0.64126,1,0.99501,0.9984
FLYWCH1,-0.49471,0.64128,1,0.99501,0.9984
RBM26,0.49452,0.6414,1,0.99501,0.9984
NTMT1,0.49449,0.64142,1,0.99501,0.9984
LOC388152,-0.49434,0.64152,1,0.99501,0.9984
WWOX,-0.49425,0.64157,1,0.99501,0.9984
PCYT2,-0.49413,0.64165,1,0.99501,0.9984
PNN,-0.49405,0.6417,1,0.99501,0.9984
RPLP0,0.49402,0.64172,1,0.99501,0.9984
NDUFA7,0.49399,0.64173,1,0.99501,0.9984
NUP88,0.49383,0.64183,1,0.99501,0.9984
OR5J2,-0.49374,0.64189,1,0.99501,0.9984
STK10,0.49363,0.64195,1,0.99501,0.9984
RETSAT,-0.49357,0.64199,1,0.99501,0.9984
WRB,-0.49356,0.642,1,0.99501,0.9984
PCDH15,-0.49345,0.64206,1,0.99501,0.9984
MIS18A,0.49332,0.64214,1,0.99501,0.9984
DCAF4,-0.49323,0.64219,1,0.99501,0.9984
ENOX2,-0.49317,0.64222,1,0.99501,0.9984
VPS33B,-0.49298,0.64233,1,0.99501,0.9984
PITRM1,0.49297,0.64234,1,0.99501,0.9984
EFNA2,-0.49274,0.64247,1,0.99501,0.9984
CRY1,0.49271,0.64248,1,0.99501,0.9984
TMEM223,-0.49256,0.64256,1,0.99501,0.9984
C10orf2,-0.49203,0.64285,1,0.99501,0.9984
KLHL20,0.49187,0.64293,1,0.99501,0.9984
SNIP1,-0.49138,0.6432,1,0.99501,0.9984
AK1,-0.49128,0.64326,1,0.99501,0.9984
GLIS2,-0.49112,0.64335,1,0.99501,0.9984
C19orf26,-0.49101,0.64341,1,0.99501,0.9984
TAF5L,-0.49082,0.64351,1,0.99501,0.9984
RPS6KB2,0.49067,0.64361,1,0.99501,0.9984
XRCC5,0.49066,0.64361,1,0.99501,0.9984
CENPE,-0.49057,0.64366,1,0.99501,0.9984
HYI,-0.49026,0.64385,1,0.99501,0.9984
CUL5,0.49021,0.64388,1,0.99501,0.9984
ATRX,0.49012,0.64393,1,0.99501,0.9984
NBPF11,-0.49011,0.64394,1,0.99501,0.9984
HES4,0.48992,0.64406,1,0.99501,0.9984
ZBED6,0.48966,0.64423,1,0.99501,0.9984
ZNF592,0.4896,0.64426,1,0.99501,0.9984
FMN1,-0.4894,0.64439,1,0.99501,0.9984
CNOT10,0.48927,0.64447,1,0.99501,0.9984
RASA4,0.48909,0.64459,1,0.99501,0.9984
ABCD1,-0.48878,0.64479,1,0.99501,0.9984
ZNF652,-0.48876,0.64481,1,0.99501,0.9984
ACTR1A,0.48864,0.64489,1,0.99501,0.9984
DMPK,-0.48853,0.64496,1,0.99501,0.9984
ADAMTS15,0.48806,0.64527,1,0.99501,0.9984
DKFZP434H168,-0.48802,0.6453,1,0.99501,0.9984
FAM84A,0.48758,0.64558,1,0.99501,0.9984
PXDN,0.48738,0.64571,1,0.99501,0.9984
GNPDA2,-0.48678,0.6461,1,0.99501,0.9984
RABGGTA,0.48672,0.64614,1,0.99501,0.9984
CRIP2,-0.48656,0.64624,1,0.99501,0.9984
ERCC3,-0.48656,0.64624,1,0.99501,0.9984
CSNK2A2,-0.48644,0.64632,1,0.99501,0.9984
NOC3L,0.48644,0.64632,1,0.99501,0.9984
FBXL19,-0.48632,0.6464,1,0.99501,0.9984
RAP1A,0.48593,0.64665,1,0.99501,0.9984
SS18L1,0.48578,0.64675,1,0.99501,0.9984
TTC31,-0.48567,0.64682,1,0.99501,0.9984
ZDHHC24,0.48558,0.64688,1,0.99501,0.9984
ZBTB1,-0.48555,0.6469,1,0.99501,0.9984
CACNG7,-0.48532,0.64704,1,0.99501,0.9984
ILF3,-0.48526,0.64708,1,0.99501,0.9984
DDX18,-0.48526,0.64709,1,0.99501,0.9984
TCEAL2,-0.48524,0.6471,1,0.99501,0.9984
TMSB10,0.48511,0.64718,1,0.99501,0.9984
PEBP1,-0.48488,0.64733,1,0.99501,0.9984
ZDHHC11,-0.48484,0.64735,1,0.99501,0.9984
CC2D1B,-0.48474,0.64742,1,0.99501,0.9984
C8orf31,-0.48473,0.64742,1,0.99501,0.9984
NBPF14,0.48406,0.64784,1,0.99501,0.9984
ADSS,0.48395,0.64791,1,0.99501,0.9984
TUBB4A,-0.48367,0.64808,1,0.99501,0.9984
LINC00641,-0.48351,0.64818,1,0.99501,0.9984
ACP6,0.48333,0.64828,1,0.99501,0.9984
C11orf1,0.48332,0.64829,1,0.99501,0.9984
FAM196A,-0.4831,0.64842,1,0.99501,0.9984
BAG2,0.4831,0.64843,1,0.99501,0.9984
MCM3AP,0.4829,0.64854,1,0.99501,0.9984
CDK20,-0.48286,0.64857,1,0.99501,0.9984
ANKRD12,-0.48268,0.64867,1,0.99501,0.9984
NOC2L,0.4826,0.64873,1,0.99501,0.9984
TFAM,0.48242,0.64884,1,0.99501,0.9984
ARHGEF7,0.4822,0.64898,1,0.99501,0.9984
ZCCHC3,0.48202,0.64909,1,0.99501,0.9984
STAT2,0.48199,0.64911,1,0.99501,0.9984
CRY2,-0.48197,0.64912,1,0.99501,0.9984
FBXO28,0.48184,0.6492,1,0.99501,0.9984
NPHP3,-0.48172,0.64928,1,0.99501,0.9984
PSMD12,0.48163,0.64934,1,0.99501,0.9984
LOC644961,0.48159,0.64937,1,0.99501,0.9984
QTRTD1,0.48155,0.6494,1,0.99501,0.9984
TIPRL,0.48154,0.6494,1,0.99501,0.9984
BMI1,0.48153,0.64941,1,0.99501,0.9984
IARS2,-0.48151,0.64942,1,0.99501,0.9984
ADAMTSL3,-0.48145,0.64947,1,0.99501,0.9984
MAPT,-0.48139,0.6495,1,0.99501,0.9984
PYCRL,0.48129,0.64958,1,0.99501,0.9984
NUAK1,-0.48126,0.6496,1,0.99501,0.9984
LOC100499484-C9ORF174,-0.4811,0.64971,1,0.99501,0.9984
SESN3,0.48103,0.64976,1,0.99501,0.9984
UBE2D1,0.48099,0.64979,1,0.99501,0.9984
HNRNPC,0.48088,0.64987,1,0.99501,0.9984
SP1,-0.4808,0.64993,1,0.99501,0.9984
ZNF239,-0.48077,0.64995,1,0.99501,0.9984
FAM78A,0.48076,0.64996,1,0.99501,0.9984
VPS18,0.48056,0.65011,1,0.99501,0.9984
PATZ1,0.48033,0.65028,1,0.99501,0.9984
MON2,0.48027,0.65033,1,0.99501,0.9984
UBL5,-0.4802,0.65038,1,0.99501,0.9984
TRIM28,0.48016,0.65041,1,0.99501,0.9984
NEDD8,0.48007,0.65048,1,0.99501,0.9984
LSM14B,0.47993,0.65059,1,0.99501,0.9984
GOLGA4,-0.47989,0.65062,1,0.99501,0.9984
TRAFD1,-0.47987,0.65063,1,0.99501,0.9984
ZKSCAN3,-0.47983,0.65067,1,0.99501,0.9984
IDS,-0.47948,0.65094,1,0.99501,0.9984
TRO,0.4794,0.651,1,0.99501,0.9984
DDHD2,-0.4793,0.65107,1,0.99501,0.9984
PLEKHB1,-0.47927,0.6511,1,0.99501,0.9984
LOC647859,0.47908,0.65124,1,0.99501,0.9984
HDAC10,-0.4788,0.65145,1,0.99501,0.9984
ABRACL,0.47857,0.65161,1,0.99501,0.9984
DERL2,0.47852,0.65165,1,0.99501,0.9984
NIPBL,-0.4785,0.65166,1,0.99501,0.9984
MCM5,0.4784,0.65174,1,0.99501,0.9984
ARID4A,-0.4781,0.65194,1,0.99501,0.9984
ATP6V0A2,0.47807,0.65196,1,0.99501,0.9984
NHP2,0.47786,0.65211,1,0.99501,0.9984
NDUFAF4,0.47773,0.6522,1,0.99501,0.9984
DHPS,0.4777,0.65222,1,0.99501,0.9984
TSSC4,-0.47763,0.65226,1,0.99501,0.9984
MBLAC2,0.47738,0.65243,1,0.99501,0.9984
AUTS2,-0.4771,0.65262,1,0.99501,0.9984
ZMPSTE24,-0.47687,0.65277,1,0.99501,0.9984
EIF2C2,0.47649,0.65303,1,0.99501,0.9984
SERTAD1,-0.47646,0.65305,1,0.99501,0.9984
LIG3,0.47636,0.65311,1,0.99501,0.9984
RAB39B,-0.47623,0.6532,1,0.99501,0.9984
THAP9-AS1,-0.47619,0.65323,1,0.99501,0.9984
PKD2,-0.47616,0.65324,1,0.99501,0.9984
LPCAT4,-0.47613,0.65327,1,0.99501,0.9984
PCBP2,-0.47599,0.65336,1,0.99501,0.9984
TFAP2E,-0.47597,0.65337,1,0.99501,0.9984
TBCD,0.4758,0.65348,1,0.99501,0.9984
CDK10,-0.47569,0.65355,1,0.99501,0.9984
CNEP1R1,-0.47562,0.65359,1,0.99501,0.9984
NOVA1,0.4752,0.65386,1,0.99501,0.9984
CCDC51,0.47518,0.65388,1,0.99501,0.9984
AMPH,-0.47511,0.65392,1,0.99501,0.9984
KALRN,0.47509,0.65393,1,0.99501,0.9984
INPP5E,-0.47495,0.65402,1,0.99501,0.9984
HIST1H2BM,0.47476,0.65414,1,0.99501,0.9984
SHPK,0.47467,0.6542,1,0.99501,0.9984
TRIM11,-0.4746,0.65424,1,0.99501,0.9984
DIS3,-0.47456,0.65427,1,0.99501,0.9984
C12orf73,0.47452,0.65429,1,0.99501,0.9984
IFT80,0.47451,0.65429,1,0.99501,0.9984
RFX1,-0.4745,0.6543,1,0.99501,0.9984
DIP2A,-0.47438,0.65437,1,0.99501,0.9984
SBNO2,0.47431,0.65442,1,0.99501,0.9984
CREB3L4,0.47425,0.65446,1,0.99501,0.9984
TP53INP1,0.4741,0.65454,1,0.99501,0.9984
NT5C3,-0.47408,0.65456,1,0.99501,0.9984
PIH1D2,0.47383,0.65471,1,0.99501,0.9984
RALA,0.47367,0.65481,1,0.99501,0.9984
GMPPB,-0.47338,0.65499,1,0.99501,0.9984
GUSBP1,-0.47331,0.65503,1,0.99501,0.9984
CC2D1A,-0.4733,0.65504,1,0.99501,0.9984
ENTPD3,-0.47296,0.65525,1,0.99501,0.9984
PPP6R3,0.47291,0.65527,1,0.99501,0.9984
KCNA6,-0.47272,0.65539,1,0.99501,0.9984
ZNF343,-0.47271,0.6554,1,0.99501,0.9984
PVRL1,-0.47269,0.65541,1,0.99501,0.9984
PIP4K2B,-0.4726,0.65547,1,0.99501,0.9984
ZNF584,0.47253,0.65551,1,0.99501,0.9984
USP35,-0.47253,0.65551,1,0.99501,0.9984
MGEA5,-0.47238,0.6556,1,0.99501,0.9984
CDON,0.47237,0.65561,1,0.99501,0.9984
NAT8L,0.47235,0.65563,1,0.99501,0.9984
SUN1,-0.47233,0.65564,1,0.99501,0.9984
TIMM44,-0.4723,0.65566,1,0.99501,0.9984
PEX11B,0.47208,0.65579,1,0.99501,0.9984
CHPT1,-0.47205,0.65581,1,0.99501,0.9984
PTPLA,0.47194,0.65588,1,0.99501,0.9984
BMP8A,-0.47179,0.65597,1,0.99501,0.9984
LARS,-0.47157,0.65611,1,0.99501,0.9984
ANKRD36BP1,-0.47148,0.65617,1,0.99501,0.9984
CCDC66,0.47141,0.65621,1,0.99501,0.9984
SLMAP,0.4712,0.65634,1,0.99501,0.9984
TDP2,0.47108,0.65641,1,0.99501,0.9984
TOP3A,-0.47085,0.65656,1,0.99501,0.9984
SNX15,0.47061,0.65671,1,0.99501,0.9984
MANBA,0.47055,0.65674,1,0.99501,0.9984
PROSC,0.4702,0.65696,1,0.99501,0.9984
CCDC91,0.47013,0.65701,1,0.99501,0.9984
TMEM30A,0.47012,0.65701,1,0.99501,0.9984
HTATSF1,0.47005,0.65706,1,0.99501,0.9984
CCDC149,-0.4699,0.65715,1,0.99501,0.9984
EDEM3,-0.46977,0.65724,1,0.99501,0.9984
ATAD1,-0.46971,0.65728,1,0.99501,0.9984
HEMK1,0.46965,0.65731,1,0.99501,0.9984
GPKOW,-0.46929,0.65755,1,0.99501,0.9984
ATP5D,-0.46917,0.65763,1,0.99501,0.9984
ZFP106,0.46908,0.65768,1,0.99501,0.9984
HELLS,-0.4689,0.65781,1,0.99501,0.9984
AK2,0.46874,0.65792,1,0.99501,0.9984
RASSF3,-0.46862,0.65799,1,0.99501,0.9984
TRPM6,-0.46858,0.65802,1,0.99501,0.9984
SNX30,-0.46858,0.65802,1,0.99501,0.9984
PIK3C2A,0.46852,0.65806,1,0.99501,0.9984
C1orf220,-0.46828,0.65823,1,0.99501,0.9984
PCNT,-0.46822,0.65827,1,0.99501,0.9984
LUC7L3,-0.46759,0.6587,1,0.99501,0.9984
SNX29,-0.46746,0.65878,1,0.99501,0.9984
ZDHHC8P1,0.46728,0.65891,1,0.99501,0.9984
RBM6,-0.46723,0.65894,1,0.99501,0.9984
TRIQK,-0.46719,0.65897,1,0.99501,0.9984
STAU1,0.46705,0.65906,1,0.99501,0.9984
CISD2,0.46702,0.65908,1,0.99501,0.9984
RGPD6,-0.4669,0.65916,1,0.99501,0.9984
DYRK3,-0.46683,0.65921,1,0.99501,0.9984
VSIG10L,-0.46679,0.65923,1,0.99501,0.9984
DNAJB7,-0.4667,0.65929,1,0.99501,0.9984
SLC35E1,0.46659,0.65936,1,0.99501,0.9984
GID4,-0.46635,0.65952,1,0.99501,0.9984
SOS2,0.46634,0.65952,1,0.99501,0.9984
C1RL,0.46627,0.65957,1,0.99501,0.9984
TSC22D1,-0.46619,0.65962,1,0.99501,0.9984
C10orf76,0.4661,0.65967,1,0.99501,0.9984
HES6,-0.46605,0.6597,1,0.99501,0.9984
ZNF688,0.46568,0.65993,1,0.99501,0.9984
HRSP12,0.46563,0.65996,1,0.99501,0.9984
CACNA2D2,0.46541,0.66009,1,0.99501,0.9984
GPR133,0.46533,0.66014,1,0.99501,0.9984
ALG1,0.46525,0.66019,1,0.99501,0.9984
CCDC96,-0.46473,0.66051,1,0.99501,0.9984
AZIN1,0.4646,0.66058,1,0.99501,0.9984
PCDHB17,-0.46454,0.66062,1,0.99501,0.9984
PCDHGB8P,0.46442,0.66069,1,0.99501,0.9984
SUPT6H,0.46427,0.66079,1,0.99501,0.9984
AKAP12,-0.46397,0.66098,1,0.99501,0.9984
PALB2,0.46387,0.66104,1,0.99501,0.9984
ASIC3,-0.46384,0.66106,1,0.99501,0.9984
CERS5,-0.46383,0.66107,1,0.99501,0.9984
FAM48A,-0.46361,0.66121,1,0.99501,0.9984
GEN1,-0.46355,0.66125,1,0.99501,0.9984
BAG6,0.46347,0.6613,1,0.99501,0.9984
SEPT7P2,0.46345,0.66131,1,0.99501,0.9984
PCDHB5,-0.46341,0.66135,1,0.99501,0.9984
GRK5,-0.46311,0.66156,1,0.99501,0.9984
GGT7,-0.46309,0.66156,1,0.99501,0.9984
SCRN3,-0.46282,0.66176,1,0.99501,0.9984
AGPAT4,0.46276,0.66181,1,0.99501,0.9984
GLYCTK,0.46273,0.66183,1,0.99501,0.9984
MRPL27,0.46268,0.66187,1,0.99501,0.9984
STYK1,-0.46265,0.66189,1,0.99501,0.9984
RFK,-0.46264,0.6619,1,0.99501,0.9984
PTGFR,-0.46256,0.66196,1,0.99501,0.9984
THG1L,-0.46254,0.66197,1,0.99501,0.9984
LDB2,-0.46249,0.66201,1,0.99501,0.9984
GPR125,-0.46248,0.66202,1,0.99501,0.9984
TMEM42,-0.46247,0.66203,1,0.99501,0.9984
RBP4,-0.46237,0.6621,1,0.99501,0.9984
DDX39A,-0.46231,0.66215,1,0.99501,0.9984
KIAA0930,-0.46226,0.66218,1,0.99501,0.9984
ZNF514,-0.46219,0.66223,1,0.99501,0.9984
FAM43A,0.46205,0.66235,1,0.99501,0.9984
PTPRS,0.46202,0.66237,1,0.99501,0.9984
UBTD1,0.46191,0.66245,1,0.99501,0.9984
LIPG,-0.46169,0.66262,1,0.99501,0.9984
AARS2,-0.46129,0.66292,1,0.99501,0.9984
SETD4,0.46101,0.66314,1,0.99501,0.9984
TJP1,0.46095,0.66318,1,0.99501,0.9984
EIF3L,0.46085,0.66325,1,0.99501,0.9984
MGAT2,0.4608,0.66329,1,0.99501,0.9984
STX12,-0.4607,0.66336,1,0.99501,0.9984
BACH1,0.46068,0.66338,1,0.99501,0.9984
NUP98,0.46063,0.66341,1,0.99501,0.9984
SEMA4D,-0.46039,0.66358,1,0.99501,0.9984
CDH3,-0.46025,0.66368,1,0.99501,0.9984
PIGG,0.46016,0.66375,1,0.99501,0.9984
GALK2,-0.46016,0.66375,1,0.99501,0.9984
GAS8,-0.46011,0.66378,1,0.99501,0.9984
SPATA20,-0.4601,0.66378,1,0.99501,0.9984
PGM2,0.45976,0.66402,1,0.99501,0.9984
C7orf25,-0.4596,0.66413,1,0.99501,0.9984
NUP54,-0.45932,0.66432,1,0.99501,0.9984
CCDC74A,-0.45902,0.66452,1,0.99501,0.9984
PINK1,-0.45893,0.66459,1,0.99501,0.9984
SNORA43,-0.45888,0.66462,1,0.99501,0.9984
ZNF841,0.45886,0.66464,1,0.99501,0.9984
MPLKIP,-0.4586,0.66481,1,0.99501,0.9984
NPTX1,-0.45855,0.66484,1,0.99501,0.9984
CNRIP1,-0.4585,0.66488,1,0.99501,0.9984
IGIP,-0.45846,0.6649,1,0.99501,0.9984
IRGQ,-0.45845,0.66491,1,0.99501,0.9984
CCNF,0.45834,0.66498,1,0.99501,0.9984
INPP5A,-0.45826,0.66503,1,0.99501,0.9984
TBC1D3C,-0.45823,0.66505,1,0.99501,0.9984
HSD17B4,-0.45813,0.66512,1,0.99501,0.9984
GAS2,0.45802,0.66519,1,0.99501,0.9984
MAP3K6,-0.45763,0.66545,1,0.99501,0.9984
NYAP2,0.45734,0.66564,1,0.99501,0.9984
LOC338758,0.45732,0.66565,1,0.99501,0.9984
PMS2P4,0.45729,0.66567,1,0.99501,0.9984
ZNF3,-0.45725,0.6657,1,0.99501,0.9984
VAMP7,0.45716,0.66575,1,0.99501,0.9984
RB1CC1,-0.45684,0.66596,1,0.99501,0.9984
KIAA1598,-0.4568,0.66599,1,0.99501,0.9984
SSRP1,0.45674,0.66602,1,0.99501,0.9984
OGDHL,-0.45666,0.66608,1,0.99501,0.9984
LGALSL,0.45665,0.66608,1,0.99501,0.9984
CGRRF1,0.45664,0.66609,1,0.99501,0.9984
ITGB3BP,0.45656,0.66614,1,0.99501,0.9984
PTGS1,-0.45643,0.66623,1,0.99501,0.9984
HIST1H2AK,0.45633,0.66629,1,0.99501,0.9984
ADPRHL2,-0.45606,0.66646,1,0.99501,0.9984
CENPV,-0.45601,0.66649,1,0.99501,0.9984
RIOK2,0.45595,0.66653,1,0.99501,0.9984
PDPR,-0.45591,0.66655,1,0.99501,0.9984
FASTKD1,-0.45588,0.66657,1,0.99501,0.9984
MPC2,-0.45576,0.66664,1,0.99501,0.9984
ZFP91,-0.45561,0.66674,1,0.99501,0.9984
ZNF347,0.45556,0.66677,1,0.99501,0.9984
SCG3,-0.45555,0.66678,1,0.99501,0.9984
GPC5,-0.45554,0.66678,1,0.99501,0.9984
ACADSB,-0.45549,0.66682,1,0.99501,0.9984
ZNF71,0.45545,0.66684,1,0.99501,0.9984
TSC1,-0.4552,0.667,1,0.99501,0.9984
PLA2G12A,-0.45518,0.66701,1,0.99501,0.9984
STRAP,0.45517,0.66702,1,0.99501,0.9984
GTF2H3,0.45495,0.66716,1,0.99501,0.9984
CCM2,-0.45487,0.66721,1,0.99501,0.9984
ZNF165,0.45487,0.66721,1,0.99501,0.9984
PHKA1,-0.45467,0.66734,1,0.99501,0.9984
UBE4A,0.45458,0.6674,1,0.99501,0.9984
CHD1,0.45441,0.66751,1,0.99501,0.9984
SLC25A23,-0.45433,0.66757,1,0.99501,0.9984
ZNF805,-0.4542,0.66766,1,0.99501,0.9984
ADCY2,-0.45414,0.66769,1,0.99501,0.9984
ZXDC,0.4541,0.66772,1,0.99501,0.9984
NDOR1,-0.45404,0.66776,1,0.99501,0.9984
SIVA1,-0.45394,0.66783,1,0.99501,0.9984
LETM1,0.45346,0.66815,1,0.99501,0.9984
NIPA2,0.45345,0.66816,1,0.99501,0.9984
ARHGAP1,-0.45334,0.66824,1,0.99501,0.9984
EXTL2,-0.45333,0.66825,1,0.99501,0.9984
